date,side,equipment_type,status,source_file
2022-02-24,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-24,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-24,Russia,Anti-aircraft systems,Destroyed,warspotting_losses.csv
2022-02-24,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-24,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-24,Russia,Infantry mobility vehicles,Captured,warspotting_losses.csv
2022-02-24,Russia,Infantry mobility vehicles,Destroyed,warspotting_losses.csv
2022-02-24,Russia,Infantry mobility vehicles,Destroyed,warspotting_losses.csv
2022-02-24,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-24,Russia,Infantry mobility vehicles,Captured,warspotting_losses.csv
2022-02-24,Russia,"Command posts, communication",Captured,warspotting_losses.csv
2022-02-24,Russia,"Command posts, communication",Captured,warspotting_losses.csv
2022-02-24,Russia,Engineering,Captured,warspotting_losses.csv
2022-02-24,Russia,Engineering,Captured,warspotting_losses.csv
2022-02-24,Russia,Anti-tank systems,Captured,warspotting_losses.csv
2022-02-24,Russia,Rocket and missile artillery,Destroyed,warspotting_losses.csv
2022-02-24,Russia,Rocket and missile artillery,Destroyed,warspotting_losses.csv
2022-02-24,Russia,Rocket and missile artillery,Captured,warspotting_losses.csv
2022-02-24,Russia,Anti-aircraft systems,Destroyed,warspotting_losses.csv
2022-02-24,Russia,Airplanes,Destroyed,warspotting_losses.csv
2022-02-24,Russia,Helicopters,Destroyed,warspotting_losses.csv
2022-02-24,Russia,Helicopters,Destroyed,warspotting_losses.csv
2022-02-24,Russia,Helicopters,Destroyed,warspotting_losses.csv
2022-02-24,Russia,Helicopters,Captured,warspotting_losses.csv
2022-02-24,Russia,Transport,Captured,warspotting_losses.csv
2022-02-24,Russia,"Command posts, communication",Destroyed,warspotting_losses.csv
2022-02-24,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-24,Russia,Anti-aircraft systems,Captured,warspotting_losses.csv
2022-02-24,Russia,Transport,Captured,warspotting_losses.csv
2022-02-24,Russia,"Command posts, communication",Captured,warspotting_losses.csv
2022-02-24,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-24,Russia,Infantry mobility vehicles,Damaged,warspotting_losses.csv
2022-02-24,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-24,Russia,Infantry mobility vehicles,Destroyed,warspotting_losses.csv
2022-02-24,Russia,Transport,Captured,warspotting_losses.csv
2022-02-24,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-24,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-24,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-24,Russia,"Command posts, communication",Destroyed,warspotting_losses.csv
2022-02-24,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-24,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-24,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-24,Russia,Engineering,Captured,warspotting_losses.csv
2022-02-24,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-24,Russia,Engineering,Captured,warspotting_losses.csv
2022-02-25,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Tanks,Damaged,warspotting_losses.csv
2022-02-25,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-25,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-25,Russia,"Command posts, communication",Destroyed,warspotting_losses.csv
2022-02-25,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Infantry mobility vehicles,Captured,warspotting_losses.csv
2022-02-25,Russia,"Command posts, communication",Destroyed,warspotting_losses.csv
2022-02-25,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Engineering,Captured,warspotting_losses.csv
2022-02-25,Russia,Engineering,Captured,warspotting_losses.csv
2022-02-25,Russia,Engineering,Captured,warspotting_losses.csv
2022-02-25,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Towed artillery,Damaged,warspotting_losses.csv
2022-02-25,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Towed artillery,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Towed artillery,Damaged,warspotting_losses.csv
2022-02-25,Russia,Anti-aircraft systems,Captured,warspotting_losses.csv
2022-02-25,Russia,Airplanes,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Airplanes,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Helicopters,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Helicopters,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-25,Russia,"Command posts, communication",Destroyed,warspotting_losses.csv
2022-02-25,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Transport,Damaged,warspotting_losses.csv
2022-02-25,Russia,Transport,Damaged,warspotting_losses.csv
2022-02-25,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-25,Russia,Transport,Captured,warspotting_losses.csv
2022-02-26,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Tanks,Damaged,warspotting_losses.csv
2022-02-26,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-26,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-26,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-26,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-26,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-26,Russia,"Command posts, communication",Captured,warspotting_losses.csv
2022-02-26,Russia,Anti-aircraft systems,Captured,warspotting_losses.csv
2022-02-26,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-26,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-26,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-26,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-26,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-26,Russia,"Command posts, communication",Captured,warspotting_losses.csv
2022-02-26,Russia,Infantry mobility vehicles,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Infantry mobility vehicles,Destroyed,warspotting_losses.csv
2022-02-26,Russia,"Command posts, communication",Captured,warspotting_losses.csv
2022-02-26,Russia,"Command posts, communication",Destroyed,warspotting_losses.csv
2022-02-26,Russia,Engineering,Captured,warspotting_losses.csv
2022-02-26,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Engineering,Captured,warspotting_losses.csv
2022-02-26,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Rocket and missile artillery,Captured,warspotting_losses.csv
2022-02-26,Russia,Rocket and missile artillery,Captured,warspotting_losses.csv
2022-02-26,Russia,Anti-aircraft systems,Damaged,warspotting_losses.csv
2022-02-26,Russia,Helicopters,Destroyed,warspotting_losses.csv
2022-02-26,Russia,"Command posts, communication",Destroyed,warspotting_losses.csv
2022-02-26,Russia,Transport,Captured,warspotting_losses.csv
2022-02-26,Russia,Transport,Captured,warspotting_losses.csv
2022-02-26,Russia,Transport,Captured,warspotting_losses.csv
2022-02-26,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Engineering,Captured,warspotting_losses.csv
2022-02-26,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Transport,Captured,warspotting_losses.csv
2022-02-26,Russia,Transport,Captured,warspotting_losses.csv
2022-02-26,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Transport,Captured,warspotting_losses.csv
2022-02-26,Russia,Transport,Captured,warspotting_losses.csv
2022-02-26,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Transport,Captured,warspotting_losses.csv
2022-02-26,Russia,Transport,Damaged,warspotting_losses.csv
2022-02-26,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Transport,Captured,warspotting_losses.csv
2022-02-26,Russia,Transport,Captured,warspotting_losses.csv
2022-02-26,Russia,Transport,Captured,warspotting_losses.csv
2022-02-26,Russia,Transport,Captured,warspotting_losses.csv
2022-02-26,Russia,Transport,Captured,warspotting_losses.csv
2022-02-26,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Anti-aircraft systems,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Anti-aircraft systems,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Engineering,Captured,warspotting_losses.csv
2022-02-26,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-26,Russia,"Radars, jammers",Destroyed,warspotting_losses.csv
2022-02-26,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Infantry mobility vehicles,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-26,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-27,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-27,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-27,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-27,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-27,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-27,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-27,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-27,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-27,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-27,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-27,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-27,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-27,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,"Command posts, communication",Captured,warspotting_losses.csv
2022-02-27,Russia,"Command posts, communication",Captured,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-27,Russia,Infantry mobility vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry mobility vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry mobility vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry mobility vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry mobility vehicles,Captured,warspotting_losses.csv
2022-02-27,Russia,Infantry mobility vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry mobility vehicles,Captured,warspotting_losses.csv
2022-02-27,Russia,Infantry mobility vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,"Command posts, communication",Destroyed,warspotting_losses.csv
2022-02-27,Russia,"Command posts, communication",Destroyed,warspotting_losses.csv
2022-02-27,Russia,"Command posts, communication",Captured,warspotting_losses.csv
2022-02-27,Russia,"Command posts, communication",Captured,warspotting_losses.csv
2022-02-27,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Anti-tank systems,Captured,warspotting_losses.csv
2022-02-27,Russia,Anti-tank systems,Captured,warspotting_losses.csv
2022-02-27,Russia,Self-propelled artillery,Captured,warspotting_losses.csv
2022-02-27,Russia,Anti-aircraft systems,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Anti-aircraft systems,Captured,warspotting_losses.csv
2022-02-27,Russia,Anti-aircraft systems,Captured,warspotting_losses.csv
2022-02-27,Russia,Anti-aircraft systems,Captured,warspotting_losses.csv
2022-02-27,Russia,Anti-aircraft systems,Captured,warspotting_losses.csv
2022-02-27,Russia,Anti-aircraft systems,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Airplanes,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Transport,Captured,warspotting_losses.csv
2022-02-27,Russia,Transport,Captured,warspotting_losses.csv
2022-02-27,Russia,Transport,Captured,warspotting_losses.csv
2022-02-27,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Transport,Captured,warspotting_losses.csv
2022-02-27,Russia,Transport,Captured,warspotting_losses.csv
2022-02-27,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Transport,Captured,warspotting_losses.csv
2022-02-27,Russia,Transport,Captured,warspotting_losses.csv
2022-02-27,Russia,Transport,Captured,warspotting_losses.csv
2022-02-27,Russia,Transport,Captured,warspotting_losses.csv
2022-02-27,Russia,Transport,Captured,warspotting_losses.csv
2022-02-27,Russia,Transport,Captured,warspotting_losses.csv
2022-02-27,Russia,Transport,Captured,warspotting_losses.csv
2022-02-27,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Transport,Captured,warspotting_losses.csv
2022-02-27,Russia,Transport,Captured,warspotting_losses.csv
2022-02-27,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-27,Russia,"Command posts, communication",Captured,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,"Command posts, communication",Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Self-propelled artillery,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Anti-aircraft systems,Captured,warspotting_losses.csv
2022-02-27,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Anti-aircraft systems,Captured,warspotting_losses.csv
2022-02-27,Russia,"Command posts, communication",Destroyed,warspotting_losses.csv
2022-02-27,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-27,Russia,Transport,Captured,warspotting_losses.csv
2022-02-27,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-27,Russia,Transport,Captured,warspotting_losses.csv
2022-02-27,Russia,Transport,Captured,warspotting_losses.csv
2022-02-27,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-27,Russia,Engineering,Destroyed,warspotting_losses.csv
2022-02-27,Russia,"Command posts, communication",Destroyed,warspotting_losses.csv
2022-02-27,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-27,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-28,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-28,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-28,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-28,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-28,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-28,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-28,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Tanks,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-28,Russia,Tanks,Captured,warspotting_losses.csv
2022-02-28,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-28,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-28,Russia,"Ambulances, medical vehicles",Captured,warspotting_losses.csv
2022-02-28,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-28,Russia,"Command posts, communication",Captured,warspotting_losses.csv
2022-02-28,Russia,"Command posts, communication",Destroyed,warspotting_losses.csv
2022-02-28,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-28,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-28,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-28,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-28,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-28,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Infantry fighting vehicles,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Infantry fighting vehicles,Captured,warspotting_losses.csv
2022-02-28,Russia,Infantry fighting vehicles,Damaged,warspotting_losses.csv
2022-02-28,Russia,"Command posts, communication",Captured,warspotting_losses.csv
2022-02-28,Russia,"Command posts, communication",Captured,warspotting_losses.csv
2022-02-28,Russia,"Command posts, communication",Captured,warspotting_losses.csv
2022-02-28,Russia,"Command posts, communication",Captured,warspotting_losses.csv
2022-02-28,Russia,"Command posts, communication",Destroyed,warspotting_losses.csv
2022-02-28,Russia,Engineering,Captured,warspotting_losses.csv
2022-02-28,Russia,Engineering,Captured,warspotting_losses.csv
2022-02-28,Russia,Self-propelled artillery,Captured,warspotting_losses.csv
2022-02-28,Russia,Self-propelled artillery,Captured,warspotting_losses.csv
2022-02-28,Russia,Anti-aircraft systems,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Anti-aircraft systems,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Anti-aircraft systems,Captured,warspotting_losses.csv
2022-02-28,Russia,"Radars, jammers",Damaged,warspotting_losses.csv
2022-02-28,Russia,Airplanes,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Transport,Captured,warspotting_losses.csv
2022-02-28,Russia,Transport,Captured,warspotting_losses.csv
2022-02-28,Russia,Transport,Captured,warspotting_losses.csv
2022-02-28,Russia,Transport,Captured,warspotting_losses.csv
2022-02-28,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Transport,Captured,warspotting_losses.csv
2022-02-28,Russia,Transport,Captured,warspotting_losses.csv
2022-02-28,Russia,Transport,Captured,warspotting_losses.csv
2022-02-28,Russia,Transport,Captured,warspotting_losses.csv
2022-02-28,Russia,Transport,Captured,warspotting_losses.csv
2022-02-28,Russia,Transport,Captured,warspotting_losses.csv
2022-02-28,Russia,Transport,Captured,warspotting_losses.csv
2022-02-28,Russia,Transport,Captured,warspotting_losses.csv
2022-02-28,Russia,Transport,Captured,warspotting_losses.csv
2022-02-28,Russia,Transport,Captured,warspotting_losses.csv
2022-02-28,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Transport,Captured,warspotting_losses.csv
2022-02-28,Russia,Transport,Captured,warspotting_losses.csv
2022-02-28,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Transport,Captured,warspotting_losses.csv
2022-02-28,Russia,Transport,Destroyed,warspotting_losses.csv
2022-02-28,Russia,Infantry mobility vehicles,Destroyed,warspotting_losses.csv
